Trade #,Type,Signal,Date/Time,Price PLN,Contracts,Profit PLN,Profit %,Cum. Profit PLN,Cum. Profit %,Run-up PLN,Run-up %,Drawdown PLN,Drawdown %
286,Entry Short,Short,2024-03-18 10:30,3.95200,1,-0.002,-0.05,1.26,0.00,0.002,0.04,0.002,0.05
285,Exit Long,Close entry(s) order Long,2024-03-18 09:00,3.95200,1,0.001,0.03,1.26,0.00,0.003,0.08,0,0.00
285,Entry Long,Long,2024-03-18 01:00,3.95100,1,0.001,0.03,1.26,0.00,0.003,0.08,0,0.00
284,Exit Short,Long,2024-03-18 01:00,3.95100,1,-0.002,-0.05,1.26,0.00,0.001,0.03,0.002,0.05
284,Entry Short,Short,2024-03-17 23:00,3.94900,1,-0.002,-0.05,1.26,0.00,0.001,0.03,0.002,0.05
283,Exit Long,Short,2024-03-17 23:00,3.94900,1,0.002,0.05,1.26,0.00,0.005,0.13,0.002,0.05
283,Entry Long,Long,2024-03-15 15:30,3.94700,1,0.002,0.05,1.26,0.00,0.005,0.13,0.002,0.05
282,Exit Short,Close entry(s) order Short,2024-03-15 14:30,3.94300,1,0,0.00,1.26,0.00,0.003,0.08,0,0.00
282,Entry Short,Short,2024-03-15 13:30,3.94300,1,0,0.00,1.26,0.00,0.003,0.08,0,0.00
281,Exit Short,Close entry(s) order Short,2024-03-15 13:00,3.94500,1,-0.001,-0.03,1.26,0.00,0,0.00,0.001,0.03
281,Entry Short,Short,2024-03-15 13:00,3.94400,1,-0.001,-0.03,1.26,0.00,0,0.00,0.001,0.03
280,Exit Short,Close entry(s) order Short,2024-03-15 12:30,3.94400,1,0.003,0.08,1.26,0.00,0.01,0.18,0,0.00
280,Entry Short,Short,2024-03-15 08:30,3.94700,1,0.003,0.08,1.26,0.00,0.01,0.18,0,0.00
279,Exit Long,Close entry(s) order Long,2024-03-15 08:30,3.94800,1,0.004,0.10,1.26,0.00,0.01,0.20,0.001,0.03
279,Entry Long,Long,2024-03-15 01:30,3.94400,1,0.004,0.10,1.26,0.00,0.01,0.20,0.001,0.03
278,Exit Short,Long,2024-03-15 01:30,3.94400,1,-0.005,-0.13,1.25,0.00,0,0.00,0.005,0.13
278,Entry Short,Short,2024-03-14 18:30,3.93900,1,-0.005,-0.13,1.25,0.00,0,0.00,0.005,0.13
277,Exit Long,Close entry(s) order Long,2024-03-14 17:30,3.94300,1,0.03,0.72,1.26,0.00,0.03,0.77,0,0.00
277,Entry Long,Long,2024-03-14 08:30,3.91500,1,0.03,0.72,1.26,0.00,0.03,0.77,0,0.00
276,Exit Short,Close entry(s) order Short,2024-03-14 04:30,3.91200,1,0.005,0.13,1.23,0.00,0.01,0.20,0,0.00
276,Entry Short,Short,2024-03-13 15:30,3.91700,1,0.005,0.13,1.23,0.00,0.01,0.20,0,0.00
275,Exit Long,Short,2024-03-13 15:30,3.91700,1,-0.004,-0.10,1.23,0.00,0.001,0.03,0.004,0.10
275,Entry Long,Long,2024-03-13 14:30,3.92100,1,-0.004,-0.10,1.23,0.00,0.001,0.03,0.004,0.10
274,Exit Short,Close entry(s) order Short,2024-03-13 14:30,3.91800,1,0.01,0.15,1.23,0.00,0.01,0.23,0,0.00
274,Entry Short,Short,2024-03-13 12:00,3.92400,1,0.01,0.15,1.23,0.00,0.01,0.23,0,0.00
273,Exit Long,Short,2024-03-13 12:00,3.92400,1,-0.002,-0.05,1.22,0.00,0.001,0.03,0.002,0.05
273,Entry Long,Long,2024-03-13 11:30,3.92600,1,-0.002,-0.05,1.22,0.00,0.001,0.03,0.002,0.05
272,Exit Short,Long,2024-03-13 11:30,3.92600,1,-0.001,-0.03,1.23,0.00,0.003,0.08,0.001,0.03
272,Entry Short,Short,2024-03-13 05:00,3.92500,1,-0.001,-0.03,1.23,0.00,0.003,0.08,0.001,0.03
271,Exit Long,Close entry(s) order Long,2024-03-12 17:30,3.93100,1,0.02,0.38,1.23,0.00,0.02,0.45,0,0.00
271,Entry Long,Long,2024-03-12 10:00,3.91600,1,0.02,0.38,1.23,0.00,0.02,0.45,0,0.00
270,Exit Short,Long,2024-03-12 10:00,3.91600,1,-0.001,-0.03,1.21,0.00,0.002,0.05,0.001,0.03
270,Entry Short,Short,2024-03-12 08:30,3.91500,1,-0.001,-0.03,1.21,0.00,0.002,0.05,0.001,0.03
269,Exit Long,Close entry(s) order Long,2024-03-12 08:30,3.91600,1,-0.001,-0.03,1.21,0.00,0,0.00,0.001,0.03
269,Entry Long,Long,2024-03-12 08:30,3.91700,1,-0.001,-0.03,1.21,0.00,0,0.00,0.001,0.03
268,Exit Short,Long,2024-03-12 08:30,3.91700,1,-0.001,-0.03,1.21,0.00,0,0.00,0.002,0.05
268,Entry Short,Short,2024-03-12 08:00,3.91600,1,-0.001,-0.03,1.21,0.00,0,0.00,0.002,0.05
267,Exit Long,Close entry(s) order Long,2024-03-12 04:30,3.91800,1,-0.001,-0.03,1.22,0.00,0,0.00,0.001,0.03
267,Entry Long,Long,2024-03-12 01:30,3.91900,1,-0.001,-0.03,1.22,0.00,0,0.00,0.001,0.03
266,Exit Long,Close entry(s) order Long,2024-03-12 00:30,3.91900,1,0.001,0.03,1.22,0.00,0.003,0.08,0,0.00
266,Entry Long,Long,2024-03-11 18:00,3.91800,1,0.001,0.03,1.22,0.00,0.003,0.08,0,0.00
265,Exit Short,Long,2024-03-11 18:00,3.91800,1,-0.002,-0.05,1.22,0.00,0,0.00,0.002,0.05
265,Entry Short,Short,2024-03-11 18:00,3.91600,1,-0.002,-0.05,1.22,0.00,0,0.00,0.002,0.05
264,Exit Long,Close entry(s) order Long,2024-03-11 17:30,3.91800,1,0.001,0.03,1.22,0.00,0.005,0.13,0.001,0.03
264,Entry Long,Long,2024-03-11 15:30,3.91700,1,0.001,0.03,1.22,0.00,0.005,0.13,0.001,0.03
263,Exit Short,Close entry(s) order Short,2024-03-11 14:30,3.91400,1,0.01,0.33,1.22,0.00,0.02,0.38,0,0.00
263,Entry Short,Short,2024-03-11 10:00,3.92700,1,0.01,0.33,1.22,0.00,0.02,0.38,0,0.00
262,Exit Long,Close entry(s) order Long,2024-03-11 02:30,3.93300,1,0.01,0.18,1.20,0.00,0.01,0.23,0,0.00
262,Entry Long,Long,2024-03-08 18:00,3.92600,1,0.01,0.18,1.20,0.00,0.01,0.23,0,0.00
261,Exit Short,Close entry(s) order Short,2024-03-08 18:00,3.92400,1,0.01,0.20,1.20,0.00,0.01,0.25,0,0.00
261,Entry Short,Short,2024-03-08 15:30,3.93200,1,0.01,0.20,1.20,0.00,0.01,0.25,0,0.00
260,Exit Long,Close entry(s) order Long,2024-03-08 15:00,3.93700,1,0.004,0.10,1.19,0.00,0.01,0.20,0,0.00
260,Entry Long,Long,2024-03-08 09:00,3.93300,1,0.004,0.10,1.19,0.00,0.01,0.20,0,0.00
259,Exit Short,Close entry(s) order Short,2024-03-08 09:00,3.93100,1,0,0.00,1.18,0.00,0.003,0.08,0,0.00
259,Entry Short,Short,2024-03-07 21:00,3.93100,1,0,0.00,1.18,0.00,0.003,0.08,0,0.00
258,Exit Short,Close entry(s) order Short,2024-03-07 19:00,3.93400,1,0.01,0.23,1.18,0.00,0.01,0.28,0,0.00
258,Entry Short,Short,2024-03-07 17:30,3.94300,1,0.01,0.23,1.18,0.00,0.01,0.28,0,0.00
257,Exit Long,Close entry(s) order Long,2024-03-07 16:00,3.95000,1,0.01,0.15,1.18,0.00,0.01,0.20,0.001,0.03
257,Entry Long,Long,2024-03-06 20:00,3.94400,1,0.01,0.15,1.18,0.00,0.01,0.20,0.001,0.03
256,Exit Short,Close entry(s) order Short,2024-03-06 19:30,3.94400,1,-0.001,-0.03,1.17,0.00,0.001,0.03,0.001,0.03
256,Entry Short,Short,2024-03-06 18:30,3.94300,1,-0.001,-0.03,1.17,0.00,0.001,0.03,0.001,0.03
255,Exit Short,Close entry(s) order Short,2024-03-06 17:00,3.94800,1,0.01,0.28,1.17,0.00,0.01,0.33,0,0.00
255,Entry Short,Short,2024-03-06 13:30,3.95900,1,0.01,0.28,1.17,0.00,0.01,0.33,0,0.00
254,Exit Short,Close entry(s) order Short,2024-03-06 13:30,3.96000,1,0.01,0.30,1.16,0.00,0.01,0.33,0,0.00
254,Entry Short,Short,2024-03-06 08:30,3.97200,1,0.01,0.30,1.16,0.00,0.01,0.33,0,0.00
253,Exit Long,Short,2024-03-06 08:30,3.97200,1,-0.001,-0.03,1.15,0.00,0.003,0.08,0.002,0.05
253,Entry Long,Long,2024-03-05 21:00,3.97300,1,-0.001,-0.03,1.15,0.00,0.003,0.08,0.002,0.05
252,Exit Short,Close entry(s) order Short,2024-03-05 18:30,3.97000,1,0.01,0.30,1.15,0.00,0.01,0.35,0,0.00
252,Entry Short,Short,2024-03-05 16:00,3.98200,1,0.01,0.30,1.15,0.00,0.01,0.35,0,0.00
251,Exit Long,Close entry(s) order Long,2024-03-05 16:00,3.98500,1,0,0.00,1.14,0.00,0.002,0.05,0,0.00
251,Entry Long,Long,2024-03-05 12:30,3.98500,1,0,0.00,1.14,0.00,0.002,0.05,0,0.00
250,Exit Long,Close entry(s) order Long,2024-03-05 12:00,3.98400,1,0.004,0.10,1.14,0.00,0.01,0.18,0.001,0.04
250,Entry Long,Long,2024-03-04 21:00,3.98000,1,0.004,0.10,1.14,0.00,0.01,0.18,0.001,0.04
249,Exit Short,Long,2024-03-04 21:00,3.98000,1,0.001,0.03,1.13,0.00,0.004,0.10,0,0.00
249,Entry Short,Short,2024-03-04 16:00,3.98100,1,0.001,0.03,1.13,0.00,0.004,0.10,0,0.00
248,Exit Long,Short,2024-03-04 16:00,3.98100,1,-0.001,-0.03,1.13,0.00,0.003,0.08,0.001,0.03
248,Entry Long,Long,2024-03-04 14:30,3.98200,1,-0.001,-0.03,1.13,0.00,0.003,0.08,0.001,0.03
247,Exit Short,Close entry(s) order Short,2024-03-04 10:00,3.98100,1,-0.001,-0.03,1.13,0.00,0.001,0.03,0.002,0.05
247,Entry Short,Short,2024-03-04 09:30,3.98000,1,-0.001,-0.03,1.13,0.00,0.001,0.03,0.002,0.05
246,Exit Short,Close entry(s) order Short,2024-03-04 07:00,3.98100,1,0.001,0.03,1.13,0.00,0.002,0.05,0,0.00
246,Entry Short,Short,2024-03-04 02:00,3.98200,1,0.001,0.03,1.13,0.00,0.002,0.05,0,0.00
245,Exit Short,Close entry(s) order Short,2024-03-04 02:00,3.98300,1,0.002,0.05,1.13,0.00,0.003,0.08,0,0.00
245,Entry Short,Short,2024-03-01 19:30,3.98500,1,0.002,0.05,1.13,0.00,0.003,0.08,0,0.00
244,Exit Short,Close entry(s) order Short,2024-03-01 18:00,3.98800,1,0.01,0.20,1.13,0.00,0.01,0.30,0,0.00
244,Entry Short,Short,2024-03-01 17:00,3.99600,1,0.01,0.20,1.13,0.00,0.01,0.30,0,0.00
243,Exit Long,Close entry(s) order Long,2024-03-01 17:00,3.99700,1,0.003,0.08,1.12,0.00,0.01,0.15,0.002,0.05
243,Entry Long,Long,2024-03-01 15:30,3.99400,1,0.003,0.08,1.12,0.00,0.01,0.15,0.002,0.05
242,Exit Short,Close entry(s) order Short,2024-03-01 14:30,3.99200,1,0.002,0.05,1.12,0.00,0.01,0.15,0,0.00
242,Entry Short,Short,2024-03-01 13:00,3.99400,1,0.002,0.05,1.12,0.00,0.01,0.15,0,0.00
241,Exit Long,Short,2024-03-01 13:00,3.99400,1,0,0.00,1.12,0.00,0.003,0.08,0,0.00
241,Entry Long,Long,2024-03-01 12:00,3.99400,1,0,0.00,1.12,0.00,0.003,0.08,0,0.00
240,Exit Short,Long,2024-03-01 12:00,3.99400,1,-0.001,-0.03,1.12,0.00,0,0.00,0.001,0.03
240,Entry Short,Short,2024-03-01 12:00,3.99300,1,-0.001,-0.03,1.12,0.00,0,0.00,0.001,0.03
239,Exit Long,Short,2024-03-01 12:00,3.99300,1,0,0.00,1.12,0.00,0,0.00,0.001,0.03
239,Entry Long,Long,2024-03-01 11:30,3.99300,1,0,0.00,1.12,0.00,0,0.00,0.001,0.03
238,Exit Short,Close entry(s) order Short,2024-03-01 10:30,3.99300,1,-0.002,-0.05,1.12,0.00,0.001,0.03,0.002,0.05
238,Entry Short,Short,2024-03-01 10:00,3.99100,1,-0.002,-0.05,1.12,0.00,0.001,0.03,0.002,0.05
237,Exit Long,Short,2024-03-01 10:00,3.99100,1,-0.002,-0.05,1.12,0.00,0.002,0.05,0.002,0.05
237,Entry Long,Long,2024-03-01 09:30,3.99300,1,-0.002,-0.05,1.12,0.00,0.002,0.05,0.002,0.05
236,Exit Short,Close entry(s) order Short,2024-03-01 09:30,3.99200,1,-0.001,-0.03,1.12,0.00,0,0.00,0.001,0.03
236,Entry Short,Short,2024-03-01 09:30,3.99100,1,-0.001,-0.03,1.12,0.00,0,0.00,0.001,0.03
235,Exit Short,Close entry(s) order Short,2024-03-01 09:00,3.99100,1,0.002,0.05,1.12,0.00,0.01,0.15,0,0.00
235,Entry Short,Short,2024-03-01 02:30,3.99300,1,0.002,0.05,1.12,0.00,0.01,0.15,0,0.00
234,Exit Long,Close entry(s) order Long,2024-02-29 21:30,3.99600,1,0.01,0.25,1.12,0.00,0.01,0.30,0,0.00
234,Entry Long,Long,2024-02-29 17:30,3.98600,1,0.01,0.25,1.12,0.00,0.01,0.30,0,0.00
233,Exit Short,Close entry(s) order Short,2024-02-29 17:30,3.98400,1,0.001,0.03,1.11,0.00,0.005,0.13,0,0.00
233,Entry Short,Short,2024-02-29 16:30,3.98500,1,0.001,0.03,1.11,0.00,0.005,0.13,0,0.00
232,Exit Long,Short,2024-02-29 16:30,3.98500,1,-0.002,-0.05,1.11,0.00,0.002,0.04,0.002,0.05
232,Entry Long,Long,2024-02-29 14:30,3.98700,1,-0.002,-0.05,1.11,0.00,0.002,0.04,0.002,0.05
231,Exit Short,Close entry(s) order Short,2024-02-29 14:30,3.98500,1,0,0.00,1.11,0.00,0.002,0.05,0,0.00
231,Entry Short,Short,2024-02-29 13:00,3.98500,1,0,0.00,1.11,0.00,0.002,0.05,0,0.00
230,Exit Long,Short,2024-02-29 13:00,3.98500,1,-0.001,-0.03,1.11,0.00,0,0.00,0.001,0.03
230,Entry Long,Long,2024-02-29 13:00,3.98600,1,-0.001,-0.03,1.11,0.00,0,0.00,0.001,0.03
229,Exit Short,Close entry(s) order Short,2024-02-29 12:00,3.98600,1,0.001,0.03,1.11,0.00,0.01,0.13,0.001,0.03
229,Entry Short,Short,2024-02-29 08:30,3.98700,1,0.001,0.03,1.11,0.00,0.01,0.13,0.001,0.03
228,Exit Long,Short,2024-02-29 08:30,3.98700,1,0,0.00,1.11,0.00,0.003,0.08,0,0.00
228,Entry Long,Long,2024-02-29 03:30,3.98700,1,0,0.00,1.11,0.00,0.003,0.08,0,0.00
227,Exit Short,Long,2024-02-29 03:30,3.98700,1,-0.001,-0.03,1.11,0.00,0.002,0.05,0.001,0.03
227,Entry Short,Short,2024-02-29 02:00,3.98600,1,-0.001,-0.03,1.11,0.00,0.002,0.05,0.001,0.03
226,Exit Long,Close entry(s) order Long,2024-02-28 22:00,3.98600,1,-0.001,-0.03,1.11,0.00,0.001,0.03,0.001,0.03
226,Entry Long,Long,2024-02-28 20:30,3.98700,1,-0.001,-0.03,1.11,0.00,0.001,0.03,0.001,0.03
225,Exit Short,Long,2024-02-28 20:30,3.98700,1,-0.003,-0.08,1.11,0.00,0.001,0.03,0.003,0.08
225,Entry Short,Short,2024-02-28 18:30,3.98400,1,-0.003,-0.08,1.11,0.00,0.001,0.03,0.003,0.08
224,Exit Long,Close entry(s) order Long,2024-02-28 18:30,3.98500,1,0,0.00,1.12,0.00,0.002,0.05,0,0.00
224,Entry Long,Long,2024-02-28 17:30,3.98500,1,0,0.00,1.12,0.00,0.002,0.05,0,0.00
223,Exit Short,Long,2024-02-28 17:30,3.98500,1,-0.001,-0.03,1.12,0.00,0,0.00,0.001,0.03
223,Entry Short,Short,2024-02-28 17:30,3.98400,1,-0.001,-0.03,1.12,0.00,0,0.00,0.001,0.03
222,Exit Long,Short,2024-02-28 17:30,3.98400,1,0.001,0.03,1.12,0.00,0.004,0.10,0,0.00
222,Entry Long,Long,2024-02-28 16:00,3.98300,1,0.001,0.03,1.12,0.00,0.004,0.10,0,0.00
221,Exit Short,Close entry(s) order Short,2024-02-28 15:00,3.97800,1,0.01,0.18,1.12,0.00,0.01,0.25,0,0.00
221,Entry Short,Short,2024-02-28 12:30,3.98500,1,0.01,0.18,1.12,0.00,0.01,0.25,0,0.00
220,Exit Long,Close entry(s) order Long,2024-02-28 12:00,3.99000,1,0.02,0.40,1.11,0.00,0.02,0.45,0,0.00
220,Entry Long,Long,2024-02-28 05:00,3.97400,1,0.02,0.40,1.11,0.00,0.02,0.45,0,0.00
219,Exit Short,Long,2024-02-28 05:00,3.97400,1,-0.003,-0.08,1.09,0.00,0.003,0.06,0.003,0.08
219,Entry Short,Short,2024-02-27 17:30,3.97100,1,-0.003,-0.08,1.09,0.00,0.003,0.06,0.003,0.08
218,Exit Long,Close entry(s) order Long,2024-02-27 17:30,3.97600,1,0.005,0.13,1.10,0.00,0.01,0.23,0,0.00
218,Entry Long,Long,2024-02-27 15:00,3.97100,1,0.005,0.13,1.10,0.00,0.01,0.23,0,0.00
217,Exit Long,Close entry(s) order Long,2024-02-27 13:30,3.96900,1,0.004,0.10,1.09,0.00,0.01,0.23,0,0.00
217,Entry Long,Long,2024-02-27 10:30,3.96500,1,0.004,0.10,1.09,0.00,0.01,0.23,0,0.00
216,Exit Short,Close entry(s) order Short,2024-02-27 10:30,3.96400,1,0.004,0.10,1.09,0.00,0.01,0.18,0,0.00
216,Entry Short,Short,2024-02-27 09:00,3.96800,1,0.004,0.10,1.09,0.00,0.01,0.18,0,0.00
215,Exit Long,Close entry(s) order Long,2024-02-27 06:00,3.97100,1,-0.001,-0.03,1.08,0.00,0,0.00,0.001,0.03
215,Entry Long,Long,2024-02-27 04:30,3.97200,1,-0.001,-0.03,1.08,0.00,0,0.00,0.001,0.03
214,Exit Long,Close entry(s) order Long,2024-02-26 22:00,3.97200,1,0.003,0.08,1.09,0.00,0.01,0.19,0,0.00
214,Entry Long,Long,2024-02-26 16:30,3.96900,1,0.003,0.08,1.09,0.00,0.01,0.19,0,0.00
213,Exit Short,Close entry(s) order Short,2024-02-26 16:00,3.96600,1,0.004,0.10,1.08,0.00,0.01,0.15,0,0.00
213,Entry Short,Short,2024-02-26 15:00,3.97000,1,0.004,0.10,1.08,0.00,0.01,0.15,0,0.00
212,Exit Short,Close entry(s) order Short,2024-02-26 13:30,3.97100,1,0.005,0.13,1.08,0.00,0.01,0.18,0,0.00
212,Entry Short,Short,2024-02-26 12:00,3.97600,1,0.005,0.13,1.08,0.00,0.01,0.18,0,0.00
211,Exit Short,Close entry(s) order Short,2024-02-26 10:30,3.97800,1,0.01,0.13,1.07,0.00,0.01,0.20,0,0.00
211,Entry Short,Short,2024-02-26 02:00,3.98300,1,0.01,0.13,1.07,0.00,0.01,0.20,0,0.00
210,Exit Long,Close entry(s) order Long,2024-02-26 01:30,3.98400,1,0.001,0.03,1.07,0.00,0.01,0.15,0,0.00
210,Entry Long,Long,2024-02-26 00:00,3.98300,1,0.001,0.03,1.07,0.00,0.01,0.15,0,0.00
209,Exit Short,Close entry(s) order Short,2024-02-26 00:00,3.98000,1,0.001,0.03,1.07,0.00,0.004,0.10,0,0.00
209,Entry Short,Short,2024-02-23 18:30,3.98100,1,0.001,0.03,1.07,0.00,0.004,0.10,0,0.00
208,Exit Short,Close entry(s) order Short,2024-02-23 16:30,3.98200,1,0.02,0.45,1.07,0.00,0.02,0.50,0,0.00
208,Entry Short,Short,2024-02-23 13:00,4.00000,1,0.02,0.45,1.07,0.00,0.02,0.50,0,0.00
207,Exit Long,Close entry(s) order Long,2024-02-23 12:00,4.00200,1,0.01,0.13,1.05,0.00,0.01,0.20,0,0.00
207,Entry Long,Long,2024-02-23 10:30,3.99700,1,0.01,0.13,1.05,0.00,0.01,0.20,0,0.00
206,Exit Short,Long,2024-02-23 10:30,3.99700,1,-0.004,-0.10,1.04,0.00,0.001,0.03,0.004,0.10
206,Entry Short,Short,2024-02-23 09:30,3.99300,1,-0.004,-0.10,1.04,0.00,0.001,0.03,0.004,0.10
205,Exit Long,Close entry(s) order Long,2024-02-22 19:00,3.99800,1,0.02,0.45,1.05,0.00,0.02,0.50,0,0.00
205,Entry Long,Long,2024-02-22 14:30,3.98000,1,0.02,0.45,1.05,0.00,0.02,0.50,0,0.00
204,Exit Long,Close entry(s) order Long,2024-02-22 13:30,3.97800,1,0,0.00,1.03,0.00,0.004,0.10,0,0.00
204,Entry Long,Long,2024-02-22 13:00,3.97800,1,0,0.00,1.03,0.00,0.004,0.10,0,0.00
203,Exit Long,Close entry(s) order Long,2024-02-22 12:30,3.97700,1,0.01,0.18,1.03,0.00,0.01,0.29,0,0.00
203,Entry Long,Long,2024-02-22 11:00,3.97000,1,0.01,0.18,1.03,0.00,0.01,0.29,0,0.00
202,Exit Short,Close entry(s) order Short,2024-02-22 10:30,3.96600,1,0.03,0.78,1.02,0.00,0.03,0.83,0,0.00
202,Entry Short,Short,2024-02-21 20:00,3.99700,1,0.03,0.78,1.02,0.00,0.03,0.83,0,0.00
201,Exit Long,Close entry(s) order Long,2024-02-21 20:00,4.00200,1,0.004,0.10,0.99,0.00,0.01,0.16,0,0.00
201,Entry Long,Long,2024-02-21 16:30,3.99800,1,0.004,0.10,0.99,0.00,0.01,0.16,0,0.00
200,Exit Long,Close entry(s) order Long,2024-02-21 16:30,3.99600,1,0,0.00,0.99,0.00,0,0.00,0.001,0.03
200,Entry Long,Long,2024-02-21 15:30,3.99600,1,0,0.00,0.99,0.00,0,0.00,0.001,0.03
199,Exit Long,Close entry(s) order Long,2024-02-21 13:30,3.99500,1,0.01,0.15,0.99,0.00,0.01,0.25,0,0.00
199,Entry Long,Long,2024-02-21 10:00,3.98900,1,0.01,0.15,0.99,0.00,0.01,0.25,0,0.00
198,Exit Short,Long,2024-02-21 10:00,3.98900,1,-0.001,-0.03,0.98,0.00,0.001,0.03,0.001,0.03
198,Entry Short,Short,2024-02-21 09:30,3.98800,1,-0.001,-0.03,0.98,0.00,0.001,0.03,0.001,0.03
197,Exit Long,Close entry(s) order Long,2024-02-21 09:30,3.98900,1,-0.002,-0.05,0.98,0.00,0.001,0.03,0.002,0.05
197,Entry Long,Long,2024-02-21 08:00,3.99100,1,-0.002,-0.05,0.98,0.00,0.001,0.03,0.002,0.05
196,Exit Short,Long,2024-02-21 08:00,3.99100,1,-0.001,-0.03,0.98,0.00,0.001,0.03,0.001,0.03
196,Entry Short,Short,2024-02-21 05:30,3.99000,1,-0.001,-0.03,0.98,0.00,0.001,0.03,0.001,0.03
195,Exit Long,Short,2024-02-21 05:30,3.99000,1,-0.003,-0.08,0.99,0.00,0.002,0.05,0.003,0.08
195,Entry Long,Long,2024-02-20 20:00,3.99300,1,-0.003,-0.08,0.99,0.00,0.002,0.05,0.003,0.08
194,Exit Short,Close entry(s) order Short,2024-02-20 18:30,3.99100,1,0.01,0.25,0.99,0.00,0.01,0.30,0,0.00
194,Entry Short,Short,2024-02-20 15:30,4.00100,1,0.01,0.25,0.99,0.00,0.01,0.30,0,0.00
193,Exit Long,Close entry(s) order Long,2024-02-20 15:00,4.00300,1,0.001,0.02,0.98,0.00,0.01,0.15,0,0.00
193,Entry Long,Long,2024-02-20 12:30,4.00200,1,0.001,0.02,0.98,0.00,0.01,0.15,0,0.00
192,Exit Short,Close entry(s) order Short,2024-02-20 12:30,3.99900,1,0.02,0.40,0.98,0.00,0.02,0.45,0,0.00
192,Entry Short,Short,2024-02-20 10:30,4.01500,1,0.02,0.40,0.98,0.00,0.02,0.45,0,0.00
191,Exit Long,Short,2024-02-20 10:30,4.01500,1,-0.001,-0.02,0.96,0.00,0.003,0.08,0.001,0.02
191,Entry Long,Long,2024-02-20 02:30,4.01600,1,-0.001,-0.02,0.96,0.00,0.003,0.08,0.001,0.02
190,Exit Short,Long,2024-02-20 02:30,4.01600,1,0,0.00,0.96,0.00,0.003,0.07,0,0.00
190,Entry Short,Short,2024-02-19 20:00,4.01600,1,0,0.00,0.96,0.00,0.003,0.07,0,0.00
189,Exit Long,Short,2024-02-19 20:00,4.01600,1,-0.003,-0.07,0.96,0.00,0.002,0.05,0.003,0.07
189,Entry Long,Long,2024-02-19 16:30,4.01900,1,-0.003,-0.07,0.96,0.00,0.002,0.05,0.003,0.07
188,Exit Short,Long,2024-02-19 16:30,4.01900,1,0.002,0.05,0.97,0.00,0.01,0.15,0,0.00
188,Entry Short,Short,2024-02-19 13:00,4.02100,1,0.002,0.05,0.97,0.00,0.01,0.15,0,0.00
187,Exit Long,Close entry(s) order Long,2024-02-19 13:00,4.02200,1,0,0.00,0.96,0.00,0.01,0.13,0,0.00
187,Entry Long,Long,2024-02-19 11:00,4.02200,1,0,0.00,0.96,0.00,0.01,0.13,0,0.00
186,Exit Short,Close entry(s) order Short,2024-02-19 10:30,4.02000,1,0.004,0.10,0.96,0.00,0.01,0.17,0,0.00
186,Entry Short,Short,2024-02-19 08:30,4.02400,1,0.004,0.10,0.96,0.00,0.01,0.17,0,0.00
185,Exit Long,Short,2024-02-19 08:30,4.02400,1,-0.003,-0.07,0.96,0.00,0.002,0.05,0.003,0.07
185,Entry Long,Long,2024-02-19 03:30,4.02700,1,-0.003,-0.07,0.96,0.00,0.002,0.05,0.003,0.07
184,Exit Short,Close entry(s) order Short,2024-02-19 03:00,4.02500,1,-0.001,-0.02,0.96,0.00,0.001,0.02,0.001,0.02
184,Entry Short,Short,2024-02-19 01:00,4.02400,1,-0.001,-0.02,0.96,0.00,0.001,0.02,0.001,0.02
183,Exit Short,Close entry(s) order Short,2024-02-16 23:00,4.02700,1,0.004,0.10,0.96,0.00,0.01,0.19,0,0.00
183,Entry Short,Short,2024-02-16 17:30,4.03100,1,0.004,0.10,0.96,0.00,0.01,0.19,0,0.00
182,Exit Long,Close entry(s) order Long,2024-02-16 17:00,4.03700,1,0.01,0.25,0.96,0.00,0.01,0.34,0,0.00
182,Entry Long,Long,2024-02-16 14:30,4.02700,1,0.01,0.25,0.96,0.00,0.01,0.34,0,0.00
181,Exit Short,Close entry(s) order Short,2024-02-16 14:30,4.02500,1,0.01,0.20,0.95,0.00,0.01,0.27,0.001,0.03
181,Entry Short,Short,2024-02-16 12:30,4.03300,1,0.01,0.20,0.95,0.00,0.01,0.27,0.001,0.03
180,Exit Long,Close entry(s) order Long,2024-02-16 09:00,4.03600,1,0.003,0.07,0.94,0.00,0.01,0.20,0,0.00
180,Entry Long,Long,2024-02-16 02:00,4.03300,1,0.003,0.07,0.94,0.00,0.01,0.20,0,0.00
179,Exit Short,Long,2024-02-16 02:00,4.03300,1,-0.001,-0.02,0.94,0.00,0.003,0.07,0.001,0.02
179,Entry Short,Short,2024-02-15 23:30,4.03200,1,-0.001,-0.02,0.94,0.00,0.003,0.07,0.001,0.02
178,Exit Long,Short,2024-02-15 23:30,4.03200,1,-0.004,-0.10,0.94,0.00,0.002,0.05,0.004,0.10
178,Entry Long,Long,2024-02-15 18:00,4.03600,1,-0.004,-0.10,0.94,0.00,0.002,0.05,0.004,0.10
177,Exit Short,Close entry(s) order Short,2024-02-15 17:30,4.03200,1,0.01,0.30,0.94,0.00,0.01,0.35,0,0.00
177,Entry Short,Short,2024-02-15 14:30,4.04400,1,0.01,0.30,0.94,0.00,0.01,0.35,0,0.00
176,Exit Long,Short,2024-02-15 14:30,4.04400,1,-0.004,-0.10,0.93,0.00,0.001,0.02,0.004,0.10
176,Entry Long,Long,2024-02-15 11:30,4.04800,1,-0.004,-0.10,0.93,0.00,0.001,0.02,0.004,0.10
